rln,svccode,uic,ulc,utc,unitname,describe,pax,origin,origname,poe,poename,pod,podname,dest,destname,rld,ald,ead,lad,rdd,fdsvcres,nonbaselne,baseline,provorg
FR12749,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,TMKH,Pope Afb,FFTJ,Dhahran Intl,NYUP,Tulga,,69,70,74,75,,,,F
FR12751,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,FFTJ,Dhahran Intl,NYUP,Tulga,,69,70,74,75,,,,F
FR12753,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,FFTJ,Dhahran Intl,NYUP,Tulga,,69,70,74,75,,,,F
FR12755,F,,,,,MAIL,0,PNQS,Maxwell Afb,FTEP,Eglin Af Aux Nr 3,FFTJ,Dhahran Intl,NYUP,Tulga,,69,70,74,75,,,,F
FR12876,F,,,,,RATIONS,0,TYMX,Randolph Afb,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12879,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",LEXG,Hunter Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12881,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12883,F,,,,,PERSONAL DEMAND,0,TYMX,Randolph Afb,MBPB,Kelly Afb,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12884,F,,,,,GND SUPPORT MEI,0,MBPC,Kelly Afb,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12886,F,,,,,ELECTRONIC MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12888,F,,,,,TRAP,0,MUHJ,Langley Afb,MUHJ,Langley Afb,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12890,F,,,,,TAC VEH MEI,0,FTFA,Eglin Afb,LEXG,Hunter Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12892,F,,,,,MISSLES MEI,0,DJDB,Chanute Afb,MUHJ,Langley Afb,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12894,F,,,,,WEAPONS MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12896,F,,,,,SPEC WEAPON MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12898,F,,,,,ACFT ENGINE MEI,0,WWYJ,Tinker Afb,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12900,F,,,,,MEDICAL MAT,0,VNVM,Sheppard Afb,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12901,F,,,,,AIR REPAIR PART,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12903,F,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12905,F,,,,,ADMIN VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12907,F,,,,,ELECT PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12909,F,,,,,TAC VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12911,F,,,,,MISSILE PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12913,F,,,,,WEAPONS PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12915,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,TMKH,Pope Afb,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12917,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12919,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR12921,F,,,,,MAIL,0,PNQS,Maxwell Afb,FTEP,Eglin Af Aux Nr 3,FFTJ,Dhahran Intl,RWFQ,Nicosia,,69,70,74,75,,,,F
FR13042,F,,,,,RATIONS,0,TYMX,Randolph Afb,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13045,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",LEXG,Hunter Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13047,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13049,F,,,,,PERSONAL DEMAND,0,TYMX,Randolph Afb,MBPB,Kelly Afb,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13050,F,,,,,GND SUPPORT MEI,0,MBPC,Kelly Afb,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13052,F,,,,,ELECTRONIC MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13054,F,,,,,TRAP,0,MUHJ,Langley Afb,MUHJ,Langley Afb,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13056,F,,,,,TAC VEH MEI,0,FTFA,Eglin Afb,LEXG,Hunter Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13058,F,,,,,MISSLES MEI,0,DJDB,Chanute Afb,MUHJ,Langley Afb,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13060,F,,,,,WEAPONS MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13062,F,,,,,SPEC WEAPON MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13064,F,,,,,ACFT ENGINE MEI,0,WWYJ,Tinker Afb,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13066,F,,,,,MEDICAL MAT,0,VNVM,Sheppard Afb,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13067,F,,,,,AIR REPAIR PART,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13069,F,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13071,F,,,,,ADMIN VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13073,F,,,,,ELECT PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13075,F,,,,,TAC VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13077,F,,,,,MISSILE PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13079,F,,,,,WEAPONS PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13081,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,TMKH,Pope Afb,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13083,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13085,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
FR13087,F,,,,,MAIL,0,PNQS,Maxwell Afb,FTEP,Eglin Af Aux Nr 3,QEPQ,Thumrait,XTEZ,Van,,69,70,74,75,,,,F
AAW0C,A,WNAWAA,BN,0LG77,8TH INF BN 02 MECH,INF BN  MECH,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAW1C,A,WAX8AA,HHC,3E666,HHC 4TH AVN BN  GS DIV AVN BD,HHC  DIV AVN BDE  IDL,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAW3C,A,WCFBAA,CO,6FE66,534TH SC AREA SIG CO  MSE,AREA SIG CO  MSE,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAW4C,A,WD21AA,BN,1FD77,44TH ADA BN HEAVY DIVISION,ADA BN HEAVY DIVISION,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAW6C,A,WNA9AA,BN,NTUTT,704TH CS MAIN SUPPORT BN  HVY,MAIN SUPPORT BN  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAW7C,A,WNBAAA,BN,NAU77,404TH CS DIV AVN SPT BN  HVY D,DIV AVN SPT BN  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAW9C,A,WEL3AA,BND,L4444,4TH DIVISION   ARMY BAND  DS,DIVISION   ARMY BAND  DS,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWAC,A,WNAPAA,BN,4YD77,588TH ENGR BN  HVY DIV,ENGR BN  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWBC,A,WA2UAA,BTY,1EUTT,20TH FA BTRY MLRS,FA BTRY MLRS,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWCC,A,WAC9AA,BN,16WVV,16TH FA BN 03 155 SP HVY DIV,FA BN 155 SP HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWDC,A,WAJ2AA,BN,4YD77,4TH ENGR BN  HVY DIV,ENGR BN  HVY DIV,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWEC,A,WAJ5AA,HHC,0LTTT,HHC 4TH INF DIV 03  MECH  BDE,HHC INF DIV  MECH  BDE,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWFC,A,WAKBAA,BN,0LG77,8TH INF BN  MECH,INF BN  MECH,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWGC,A,WAKPAA,BN,23J77,68TH TANK BATTALION  01 HVY DI,TANK BATTALION  HVY DIV,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWHC,A,WALWAA,BN,16WVV,42nd FA BN 04 155 SP HVY DIV,FA BN 155 SP HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWJC,A,WNAUAA,BN,0LG77,22ND INF RGT 01,INF BN  MECH,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWKC,A,WNA1AA,BN,23J77,66TH AR BN 03 TANK BATTALION,TANK BATTALION  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWLC,A,WNBBAA,HHC,2CUTT,HHC 4TH INF  DIV,HHC  HVY DIV  ARMOR,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWNC,A,WANKAA,BN,6CTNN,124TH SC BN 6 NODE DIV SIG BN,DIV SIG BN  MSE,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWPC,A,WNBCAA,HHC,2EUTT,HHC 1ST  BDE 4TH ID,HHC  HVY DIV BDE  ARMOR,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWQC,A,WANPAA,HHB,1QTTT,HHB DIV ARTY 4TH FA HVY DIV,HHB DIV ARTY HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWRC,A,WANQAA,HHC,NBTTT,4TH CS HHC 02 DISCOM,HHC MMC  SPT CMD  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWSC,A,WANUAA,BN,4YD77,299TH ENGR BN  HVY DIV,ENGR BN  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWTC,A,WANVAA,BN,0LG77,12TH INF BN 01 MECH,INF BN  MECH,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWUC,A,WANZAA,SQ,2NC77,10TH AR SQ DIV CAV SQDN,DIV CAV SQDN,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWVC,A,WNA2AA,BN,23J77,67TH ARM BN 01 TANK BATTALION,TANK BATTALION  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWWC,A,WNA1AA,BN,23J77,66TH AR BN 01 TANK BATTALION,TANK BATTALION  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWXC,A,WNBDAA,HHC,0LTTT,HHC 4TH INF DIV 02  MECH  BDE,HHC INF DIV  MECH  BDE,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAWZC,A,WNA4AA,BN,23J77,67TH ARM BN 03 TANK BATTALION,TANK BATTALION  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAX6C,A,WNA5AA,CO,Q3F77,4TH MP CO  COMBAT SUPPORT,MP CO  COMBAT SUPPORT,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAXAC,A,WEPSAA,HHC,3E322,HHC 4TH  DIV AVN BDE,HHC  DIV AVN BDE  HVY,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAXBC,A,WG0HAA,BN,P7T77,104TH MI BN  CEWI  HVY DIV,MI BN  CEWI  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAXCC,A,WH26AA,BN,17WVV,29TH FA BN 03 155 SP HVY DIV,FA BN 155 SP HVY DIV,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAXDC,A,WH6HAA,BN,3RF77,4TH AVN BN ATTACK HEL BN  AH 6,ATTACK HEL BN  AH 64,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAXEC,A,WJAXAA,BN,NHTTT,64TH CS BN FWD SPT BN  1X2  HV,FWD SPT BN  1X2  HVY DIV,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAXFC,A,WNA6AA,BN,NZH33,4TH CS BN FWD SPT BN  2X1  HVY,FWD SPT BN  2X1  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAXGC,A,WNA7AA,BN,NZH33,204TH CS BN FWD SPT BN  2X1  H,FWD SPT BN  2X1  HVY DIV,0,HFTZ,Ft Hood,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
AAXJC,A,WAX6AA,TRP,2UCAM,9TH ARMD CAV TRP  HSB,ARMD CAV TRP ARMD CAV SQD,0,HDDL,Ft Carson,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,04004,,                              C000,7
SAAAC,A,WCJZAA,HHC,UAT77,37th TC GRP,HHC  TRANS COMPOSITE GROU,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,                              C000,
SAABC,A,WCNXAA,CO,UWUTT,66th TC CO,T MDM TRK CO 20 FT CNR CG,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,                              C000,
SAADC,A,WCNZAA,CO,UL444,68th TC CO,T MDM TRK CO 40 FT CNR CG,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,                              C000,
SAAEC,A,WH38AA,CO,U7BNN,109th TC CO,T MDM TRK CO 5000 GAL TAN,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,                              C000,
SAAGC,A,,HHC,N42ZZ,21st THEATER SUPPORT COMMAND,"HHC, THEATER SUPPORT COMD",0,LXPM,Kaiserslautern,TYFR,Ramstein Ab,FGQS,Diyarbakir,FGQS,Diyarbakir,66,67,68,75,75,,,                              C000,
SAAGP,A,,HHC,N42ZZ,21st THEATER SUPPORT COMMAND,"HHC, THEATER SUPPORT COMD",428,LXPM,Kaiserslautern,TYFR,Ramstein Ab,FGQS,Diyarbakir,FGQS,Diyarbakir,66,67,68,75,75,,,                              C000,
SAD1C,A,WB38AA,CO,HH6NN,512th MAINT CO NON DIVISIONAL,(3C) MAINT CO NON DIVISIONAL D,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,31140,,                              C000,
SAD3P,A,WCAYAA,HHC,Z99BB,29th  CS HHC  AREA SUPPORT G,"HHC, AREA SUPPORT GP",0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,,7
SAD4C,A,WDCQAA,CO,HH6NN,574th MAINT CO NON DIVISIONAL,(3C) MAINT CO NON DIVISIONAL D,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,31140,,                              C000,
SAD5C,A,WB1XAA,CO,HH6NN,5th MAINT CO NON DIVISIONAL,(3C) MAINT CO NON DIVISIONAL D,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,31140,,                              C000,
SAD6C,A,WFMVAA,HHD,J2JEE,191st ORD BN,"HHD, ORD BN (AMMO) DS/GS",0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,                              C000,
SAD7C,A,WB3TAA,CO,JA4ZZ,23rd ORD CO,"ORD CO,AMMO PLS/MOADS,CSA",0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,                              C000,
SAD8C,A,WB54Y1,TM,HV444,702nd EOD DET,EOD DETACHMENT,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,                              C000,
SAD9C,A,WB6CRD,TM,HV444,720th EOD DET,EOD DETACHMENT,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,,,                              C000,
SAE1C,A,WDNZAA,TM,JQ6NN,18th PERISH SUBST PLATOON,(2C) PERISH SUBST PLATOON,0,HCTL,Ft Bragg,UZXJ,Savannah,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,34606,,                              C000,
SAE8C,A,WB0HAA,HHC,HH644,51st OD BN DS GS MAINT,(2T) HHD ORD MNT BN DS GS,0,LXPM,Kaiserslautern,CHCY,Bremerhaven,QBAL,Mersin,SNNY,Osmaniye,57,59,68,75,75,31129,,                              C000,
SAR0C,A,WSS7AA,CO,JUUTT,343rd QM SUPPLY CO,(3C) QM SUPPLY CO,0,HKUZ,Ft Stewart,UZXJ,Savannah,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,31167,,                              C000,
SAR3C,A,WNCNAA,CO,UBBNN,416th TC MDM TRK CO 5000 GAL T,(3C) T MDM TRK CO 5000 GAL TAN,0,HKUZ,Ft Stewart,UZXJ,Savannah,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,35692,,                              C000,
SAR4C,A,WB4OAA,CO,HM6NN,632nd MAINT CO HVY EQ INTMED R,(3T) MAINT CO HVY EQ INTMED RR,0,HCTL,Ft Bragg,UZXJ,Savannah,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,31130,,                              C000,
SARLC,A,WELKAA,CO,J5TNN,110th QM PETROLEUM SUPPLY CO,(3C) PETROLEUM SUPPLY CO,0,HKUZ,Ft Stewart,UZXJ,Savannah,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,34605,,                              C000,
SAT5C,A,WDHJAA,CO,1H766,24th ORD CO AMMO DS  PLS MOADS,(3T) ORD CO AMMO DS  PLS MOADS,0,HKUZ,Ft Stewart,UZXJ,Savannah,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,33908,,                              C000,
SAV0C,A,WAO7AA,HHB,1XC66,212th FA BDE,HHB  FA BDE WITH TACFIRE,0,HKNN,Ft Sill,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,,,                              C000,
SAV1C,A,WAJLAA,BN,11BBB,1/12 FA BN,MLRS BN FORCE XXI DIVARTY,0,HKNN,Ft Sill,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,,,                              C000,
SAV2C,A,WH2QAA,BN,11BBB,1/77 FA BN,MLRS BN FORCE XXI DIVARTY,0,HKNN,Ft Sill,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,,,                              C000,
SAV3C,A,WA1QAA,BN,11BBB,2/18 FA BN,MLRS BN FORCE XXI DIVARTY,0,HKNN,Ft Sill,BBNV,Beaumont,QBAL,Mersin,SNNY,Osmaniye,52,54,68,75,75,,,                              C000,
AR10076,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10077,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10079,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10081,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10082,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10084,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10086,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10088,A,,,,,GROUND AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10091,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10093,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10095,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10097,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10101,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10103,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,JWJY,Hefaa,AYYM,Batman,,70,95,104,105,,,,A
AR10180,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
