PLUGIN_ARG_ID,THREAD_ID,BLANK,PLUGIN_CLASS,ARGUMENT,ARGUMENT_ORDER,ARGUMENT_TYPE,SORT_ORDER_ORIG
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|BulkPOL|2,CLASS-3, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,BulkPOL,2,GLS_EXPANDER_ARGS,89
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|ClassISubsistence|3,CLASS-1, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,ClassISubsistence,3,GLS_EXPANDER_ARGS,90
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|ClassISubsistence|4,CLASS-1, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,ClassISubsistence,4,GLS_EXPANDER_ARGS,91
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|Construction|1,CLASS-4, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,Construction,1,GLS_EXPANDER_ARGS,92
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|MaintainInventory|1,BASE, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,MaintainInventory,1,GLS_EXPANDER_ARGS,93
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|MaintainInventory|2,BASE, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,MaintainInventory,2,GLS_EXPANDER_ARGS,94
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|MaintainInventory|4,BASE, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,MaintainInventory,4,GLS_EXPANDER_ARGS,95
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|MaintainInventory|5,BASE, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,MaintainInventory,5,GLS_EXPANDER_ARGS,96
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|PackagedPOL|2,CLASS-3, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,PackagedPOL,2,GLS_EXPANDER_ARGS,97
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|PackagedPOL|3,CLASS-3, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,PackagedPOL,3,GLS_EXPANDER_ARGS,98
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|StrategicTransportation|0,BASE, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,StrategicTransportation,0,GLS_EXPANDER_ARGS,99
org.cougaar.domain.mlm.plugin.sample.StrategicTransportProjectorPlugIn|OffsetDays=7|1,BASE, ,org.cougaar.domain.mlm.plugin.sample.StrategicTransportProjectorPlugIn,OffsetDays=7,1,STRAT_TRANS_ARGS,100
org.cougaar.domain.mlm.plugin.sample.StrategicTransportProjectorPlugIn|OriginFile=GEOLOC-PLDR.xml|0,BASE, ,org.cougaar.domain.mlm.plugin.sample.StrategicTransportProjectorPlugIn,OriginFile=GEOLOC-PLDR.xml,0,STRAT_TRANS_ARGS,101
org.cougaar.domain.mlm.plugin.sample.StrategicTransportProjectorPlugIn|OriginFile=None|0,BASE, ,org.cougaar.domain.mlm.plugin.sample.StrategicTransportProjectorPlugIn,OriginFile=None,0,STRAT_TRANS_ARGS,102
org.cougaar.domain.mlm.plugin.sample.UniversalAllocatorPlugIn|Supply|0,BASE, ,org.cougaar.domain.mlm.plugin.sample.UniversalAllocatorPlugIn,Supply,0,UNIVERSAL_ALLOCATOR_ARGS,103
org.cougaar.domain.mlm.plugin.sample.UniversalAllocatorPlugIn|Transport|0,BASE, ,org.cougaar.domain.mlm.plugin.sample.UniversalAllocatorPlugIn,Transport,0,UNIVERSAL_ALLOCATOR_ARGS,104
org.cougaar.lib.planserver.PlanServerPlugIn||0,BASE, ,org.cougaar.lib.planserver.PlanServerPlugIn,,0,PLAN_SERVER_ARGS,105
